order,slot_id,name,variant_count,mission_ids,level,score,primary_service,family,red,yellow,green
701,698,Fire at Summer Camp,1,698,3,16.3,fire,fire,assets/icons/red/0701--698--fire-at-summer-camp.png,assets/icons/yellow/0701--698--fire-at-summer-camp.png,assets/icons/green/0701--698--fire-at-summer-camp.png
702,699,Amusement Park Ride Malfunction,1,699,3,15.59,fire,fire,assets/icons/red/0702--699--amusement-park-ride-malfunction.png,assets/icons/yellow/0702--699--amusement-park-ride-malfunction.png,assets/icons/green/0702--699--amusement-park-ride-malfunction.png
703,700,Farmers Market Fight,1,700,1,3.52,police,crowd,assets/icons/red/0703--700--farmers-market-fight.png,assets/icons/yellow/0703--700--farmers-market-fight.png,assets/icons/green/0703--700--farmers-market-fight.png
704,701,Waterpark Slide Injury,1,701,2,5.81,ambulance,medical,assets/icons/red/0704--701--waterpark-slide-injury.png,assets/icons/yellow/0704--701--waterpark-slide-injury.png,assets/icons/green/0704--701--waterpark-slide-injury.png
705,702,Drive-in Theater Accident,1,702,1,3.47,police,police,assets/icons/red/0705--702--drive-in-theater-accident.png,assets/icons/yellow/0705--702--drive-in-theater-accident.png,assets/icons/green/0705--702--drive-in-theater-accident.png
706,703,Fire in Derelict Shop,1,703,4,21.53,fire,fire,assets/icons/red/0706--703--fire-in-derelict-shop.png,assets/icons/yellow/0706--703--fire-in-derelict-shop.png,assets/icons/green/0706--703--fire-in-derelict-shop.png
707,704,Fire at a recycling factory,1,704,4,40.79,fire,fire,assets/icons/red/0707--704--fire-at-a-recycling-factory.png,assets/icons/yellow/0707--704--fire-at-a-recycling-factory.png,assets/icons/green/0707--704--fire-at-a-recycling-factory.png
708,705,Sudden illness in spectator stand,1,705,3,11.42,ambulance,medical,assets/icons/red/0708--705--sudden-illness-in-spectator-stand.png,assets/icons/yellow/0708--705--sudden-illness-in-spectator-stand.png,assets/icons/green/0708--705--sudden-illness-in-spectator-stand.png
709,706,Sunstroke at outdoor event,1,706,3,12.55,ambulance,medical,assets/icons/red/0709--706--sunstroke-at-outdoor-event.png,assets/icons/yellow/0709--706--sunstroke-at-outdoor-event.png,assets/icons/green/0709--706--sunstroke-at-outdoor-event.png
710,707,Allergic reaction at food vendor,1,707,3,11.42,ambulance,medical,assets/icons/red/0710--707--allergic-reaction-at-food-vendor.png,assets/icons/yellow/0710--707--allergic-reaction-at-food-vendor.png,assets/icons/green/0710--707--allergic-reaction-at-food-vendor.png
711,708,Crowd control needed at sports opening ceremony,1,708,4,25.12,police,crowd,assets/icons/red/0711--708--crowd-control-needed-at-sports-opening-ceremony.png,assets/icons/yellow/0711--708--crowd-control-needed-at-sports-opening-ceremony.png,assets/icons/green/0711--708--crowd-control-needed-at-sports-opening-ceremony.png
712,709,Suspicious package found at sports stadium entrance,1,709,2,9.81,police,eod,assets/icons/red/0712--709--suspicious-package-found-at-sports-stadium-entrance.png,assets/icons/yellow/0712--709--suspicious-package-found-at-sports-stadium-entrance.png,assets/icons/green/0712--709--suspicious-package-found-at-sports-stadium-entrance.png
713,710,Athlete Trapped in Elevator at Sport Facility,1,710,2,6.73,fire,rescue,assets/icons/red/0713--710--athlete-trapped-in-elevator-at-sport-facility.png,assets/icons/yellow/0713--710--athlete-trapped-in-elevator-at-sport-facility.png,assets/icons/green/0713--710--athlete-trapped-in-elevator-at-sport-facility.png
714,711,Traffic Accident Involving Athlete Shuttle Bus,1,711,4,28.78,fire,fire,assets/icons/red/0714--711--traffic-accident-involving-athlete-shuttle-bus.png,assets/icons/yellow/0714--711--traffic-accident-involving-athlete-shuttle-bus.png,assets/icons/green/0714--711--traffic-accident-involving-athlete-shuttle-bus.png
715,712,Cycling accident during competition,1,712,3,18.96,fire,fire,assets/icons/red/0715--712--cycling-accident-during-competition.png,assets/icons/yellow/0715--712--cycling-accident-during-competition.png,assets/icons/green/0715--712--cycling-accident-during-competition.png
716,713,Athlete injured during gymnastics routine,1,713,3,11.41,ambulance,medical,assets/icons/red/0716--713--athlete-injured-during-gymnastics-routine.png,assets/icons/yellow/0716--713--athlete-injured-during-gymnastics-routine.png,assets/icons/green/0716--713--athlete-injured-during-gymnastics-routine.png
717,714,Water Rescue Required at Sport Sailing Event,1,714,4,30.14,fire,marine,assets/icons/red/0717--714--water-rescue-required-at-sport-sailing-event.png,assets/icons/yellow/0717--714--water-rescue-required-at-sport-sailing-event.png,assets/icons/green/0717--714--water-rescue-required-at-sport-sailing-event.png
718,715,Angry fan at sports swimming pool,1,715,1,2.79,police,police,assets/icons/red/0718--715--angry-fan-at-sports-swimming-pool.png,assets/icons/yellow/0718--715--angry-fan-at-sports-swimming-pool.png,assets/icons/green/0718--715--angry-fan-at-sports-swimming-pool.png
719,716,Interfacility Transfer - Critical Care,1,716,2,4.4,ambulance,medical,assets/icons/red/0719--716--interfacility-transfer-critical-care.png,assets/icons/yellow/0719--716--interfacility-transfer-critical-care.png,assets/icons/green/0719--716--interfacility-transfer-critical-care.png
720,717,Pipeline Explosion,2,717 717/a,5,69.85,fire,fire,assets/icons/red/0720--717--pipeline-explosion.png,assets/icons/yellow/0720--717--pipeline-explosion.png,assets/icons/green/0720--717--pipeline-explosion.png
721,718,Canoeing accident,1,718,3,16.77,fire,marine,assets/icons/red/0721--718--canoeing-accident.png,assets/icons/yellow/0721--718--canoeing-accident.png,assets/icons/green/0721--718--canoeing-accident.png
722,719,Airport maintenance hangar fire,1,719,5,56.3,fire,aircraft,assets/icons/red/0722--719--airport-maintenance-hangar-fire.png,assets/icons/yellow/0722--719--airport-maintenance-hangar-fire.png,assets/icons/green/0722--719--airport-maintenance-hangar-fire.png
723,720,Flooded subway station,1,720,3,19.35,fire,rail,assets/icons/red/0723--720--flooded-subway-station.png,assets/icons/yellow/0723--720--flooded-subway-station.png,assets/icons/green/0723--720--flooded-subway-station.png
724,721,Police assistance directing traffic,1,721,1,2.71,police,weather,assets/icons/red/0724--721--police-assistance-directing-traffic.png,assets/icons/yellow/0724--721--police-assistance-directing-traffic.png,assets/icons/green/0724--721--police-assistance-directing-traffic.png
725,722,People missing after canoeing accident,1,722,2,9.18,marine,marine,assets/icons/red/0725--722--people-missing-after-canoeing-accident.png,assets/icons/yellow/0725--722--people-missing-after-canoeing-accident.png,assets/icons/green/0725--722--people-missing-after-canoeing-accident.png
726,723,Hand Laceration Caused By Malfunctioning Deli Slicer,1,723,3,12.18,fire,weather,assets/icons/red/0726--723--hand-laceration-caused-by-malfunctioning-deli-slicer.png,assets/icons/yellow/0726--723--hand-laceration-caused-by-malfunctioning-deli-slicer.png,assets/icons/green/0726--723--hand-laceration-caused-by-malfunctioning-deli-slicer.png
727,724,Bakery Oven Explosion In Supermarket,1,724,3,20.49,fire,fire,assets/icons/red/0727--724--bakery-oven-explosion-in-supermarket.png,assets/icons/yellow/0727--724--bakery-oven-explosion-in-supermarket.png,assets/icons/green/0727--724--bakery-oven-explosion-in-supermarket.png
728,725,Butcher Injured By Bandsaw Machine Malfunction,1,725,2,9.68,fire,medical,assets/icons/red/0728--725--butcher-injured-by-bandsaw-machine-malfunction.png,assets/icons/yellow/0728--725--butcher-injured-by-bandsaw-machine-malfunction.png,assets/icons/green/0728--725--butcher-injured-by-bandsaw-machine-malfunction.png
729,726,Employee Slipped On Dropped Salmon,1,726,3,11.42,ambulance,medical,assets/icons/red/0729--726--employee-slipped-on-dropped-salmon.png,assets/icons/yellow/0729--726--employee-slipped-on-dropped-salmon.png,assets/icons/green/0729--726--employee-slipped-on-dropped-salmon.png
730,727,Hand Pierced By Sharp Catfish Bone,1,727,3,18.62,fire,animal,assets/icons/red/0730--727--hand-pierced-by-sharp-catfish-bone.png,assets/icons/yellow/0730--727--hand-pierced-by-sharp-catfish-bone.png,assets/icons/green/0730--727--hand-pierced-by-sharp-catfish-bone.png
731,728,Burns Caused By Seafood Steamer Malfunction,1,728,2,4.92,ambulance,medical,assets/icons/red/0731--728--burns-caused-by-seafood-steamer-malfunction.png,assets/icons/yellow/0731--728--burns-caused-by-seafood-steamer-malfunction.png,assets/icons/green/0731--728--burns-caused-by-seafood-steamer-malfunction.png
732,729,Crushed Foot Caused By Produce Cart Tip Over,1,729,2,4.92,ambulance,medical,assets/icons/red/0732--729--crushed-foot-caused-by-produce-cart-tip-over.png,assets/icons/yellow/0732--729--crushed-foot-caused-by-produce-cart-tip-over.png,assets/icons/green/0732--729--crushed-foot-caused-by-produce-cart-tip-over.png
733,730,Customer Severly Constipated In Supermarket Restroom,1,730,2,4.91,ambulance,medical,assets/icons/red/0733--730--customer-severly-constipated-in-supermarket-restroom.png,assets/icons/yellow/0733--730--customer-severly-constipated-in-supermarket-restroom.png,assets/icons/green/0733--730--customer-severly-constipated-in-supermarket-restroom.png
734,731,Cashier Brawl in Break Room,1,731,4,22.65,police,crowd,assets/icons/red/0734--731--cashier-brawl-in-break-room.png,assets/icons/yellow/0734--731--cashier-brawl-in-break-room.png,assets/icons/green/0734--731--cashier-brawl-in-break-room.png
735,732,Multiple Persons Slashing Car Tyres,1,732,2,6.93,police,police,assets/icons/red/0735--732--multiple-persons-slashing-car-tyres.png,assets/icons/yellow/0735--732--multiple-persons-slashing-car-tyres.png,assets/icons/green/0735--732--multiple-persons-slashing-car-tyres.png
736,733,Fired Employee Spills Cleaning Chemicals,1,733,4,36.73,fire,hazmat,assets/icons/red/0736--733--fired-employee-spills-cleaning-chemicals.png,assets/icons/yellow/0736--733--fired-employee-spills-cleaning-chemicals.png,assets/icons/green/0736--733--fired-employee-spills-cleaning-chemicals.png
737,734,Fire in a lithium battery manufacturing factory,1,734,5,55.41,fire,fire,assets/icons/red/0737--734--fire-in-a-lithium-battery-manufacturing-factory.png,assets/icons/yellow/0737--734--fire-in-a-lithium-battery-manufacturing-factory.png,assets/icons/green/0737--734--fire-in-a-lithium-battery-manufacturing-factory.png
738,735,Fire in an abandoned hospital,1,735,4,25.56,fire,fire,assets/icons/red/0738--735--fire-in-an-abandoned-hospital.png,assets/icons/yellow/0738--735--fire-in-an-abandoned-hospital.png,assets/icons/green/0738--735--fire-in-an-abandoned-hospital.png
739,736,Customer steals lottery tickets,1,736,1,2.47,police,police,assets/icons/red/0739--736--customer-steals-lottery-tickets.png,assets/icons/yellow/0739--736--customer-steals-lottery-tickets.png,assets/icons/green/0739--736--customer-steals-lottery-tickets.png
740,737,Internal Theft at Auto Parts Store,1,737,1,3.47,police,crime,assets/icons/red/0740--737--internal-theft-at-auto-parts-store.png,assets/icons/yellow/0740--737--internal-theft-at-auto-parts-store.png,assets/icons/green/0740--737--internal-theft-at-auto-parts-store.png
741,738,Solicitor fraudulently charging customers,1,738,1,2.67,police,police,assets/icons/red/0741--738--solicitor-fraudulently-charging-customers.png,assets/icons/yellow/0741--738--solicitor-fraudulently-charging-customers.png,assets/icons/green/0741--738--solicitor-fraudulently-charging-customers.png
742,739,Gritter Lorry Accident,1,739,3,15.16,fire,fire,assets/icons/red/0742--739--gritter-lorry-accident.png,assets/icons/yellow/0742--739--gritter-lorry-accident.png,assets/icons/green/0742--739--gritter-lorry-accident.png
743,740,Hypothermia after falling into water,1,740,2,8.33,fire,medical,assets/icons/red/0743--740--hypothermia-after-falling-into-water.png,assets/icons/yellow/0743--740--hypothermia-after-falling-into-water.png,assets/icons/green/0743--740--hypothermia-after-falling-into-water.png
744,741,Frozen Pipe Burst,1,741,1,4.04,fire,fire,assets/icons/red/0744--741--frozen-pipe-burst.png,assets/icons/yellow/0744--741--frozen-pipe-burst.png,assets/icons/green/0744--741--frozen-pipe-burst.png
745,742,Unconfirmed Intruder Alarm,1,742,1,2.24,police,crime,assets/icons/red/0745--742--unconfirmed-intruder-alarm.png,assets/icons/yellow/0745--742--unconfirmed-intruder-alarm.png,assets/icons/green/0745--742--unconfirmed-intruder-alarm.png
746,743,High Risk Missing Person (Coastal),1,743,4,40.09,marine,marine,assets/icons/red/0746--743--high-risk-missing-person-coastal.png,assets/icons/yellow/0746--743--high-risk-missing-person-coastal.png,assets/icons/green/0746--743--high-risk-missing-person-coastal.png
747,744,Candle Light Picnic Starts Wildfire,1,744,2,7.78,fire,fire,assets/icons/red/0747--744--candle-light-picnic-starts-wildfire.png,assets/icons/yellow/0747--744--candle-light-picnic-starts-wildfire.png,assets/icons/green/0747--744--candle-light-picnic-starts-wildfire.png
748,745,Engagement ring stolen during proposal,1,745,2,4.24,police,crime,assets/icons/red/0748--745--engagement-ring-stolen-during-proposal.png,assets/icons/yellow/0748--745--engagement-ring-stolen-during-proposal.png,assets/icons/green/0748--745--engagement-ring-stolen-during-proposal.png
749,746,Person trapped under giant teddy bear,1,746,2,5.89,fire,rescue,assets/icons/red/0749--746--person-trapped-under-giant-teddy-bear.png,assets/icons/yellow/0749--746--person-trapped-under-giant-teddy-bear.png,assets/icons/green/0749--746--person-trapped-under-giant-teddy-bear.png
750,747,Scare Prank Triggers Heart Attack,1,747,3,18.3,ambulance,cardiac,assets/icons/red/0750--747--scare-prank-triggers-heart-attack.png,assets/icons/yellow/0750--747--scare-prank-triggers-heart-attack.png,assets/icons/green/0750--747--scare-prank-triggers-heart-attack.png
751,748,Illegal substances found in Buffet Food,1,748,3,17.24,police,police,assets/icons/red/0751--748--illegal-substances-found-in-buffet-food.png,assets/icons/yellow/0751--748--illegal-substances-found-in-buffet-food.png,assets/icons/green/0751--748--illegal-substances-found-in-buffet-food.png
752,749,Carbon monoxide poisoning in a school,2,749 749/a,4,47.75,fire,hazmat,assets/icons/red/0752--749--carbon-monoxide-poisoning-in-a-school.png,assets/icons/yellow/0752--749--carbon-monoxide-poisoning-in-a-school.png,assets/icons/green/0752--749--carbon-monoxide-poisoning-in-a-school.png
753,750,Aerial Ladder Platform Training,1,750,2,5.95,fire,rail,assets/icons/red/0753--750--aerial-ladder-platform-training.png,assets/icons/yellow/0753--750--aerial-ladder-platform-training.png,assets/icons/green/0753--750--aerial-ladder-platform-training.png
754,751,Home Fire Safety Check,1,751,1,3.78,fire,fire,assets/icons/red/0754--751--home-fire-safety-check.png,assets/icons/yellow/0754--751--home-fire-safety-check.png,assets/icons/green/0754--751--home-fire-safety-check.png
755,752,Rookie Firefighter Uses The Q-Word,1,752,1,2.57,fire,fire,assets/icons/red/0755--752--rookie-firefighter-uses-the-q-word.png,assets/icons/yellow/0755--752--rookie-firefighter-uses-the-q-word.png,assets/icons/green/0755--752--rookie-firefighter-uses-the-q-word.png
756,753,Belay Failure Whilst Abseiling,2,753 753/a,4,27.24,mountain,mountain,assets/icons/red/0756--753--belay-failure-whilst-abseiling.png,assets/icons/yellow/0756--753--belay-failure-whilst-abseiling.png,assets/icons/green/0756--753--belay-failure-whilst-abseiling.png
757,754,Teenager Trapped in Small Cave Complex,1,754,4,39.71,mountain,mountain,assets/icons/red/0757--754--teenager-trapped-in-small-cave-complex.png,assets/icons/yellow/0757--754--teenager-trapped-in-small-cave-complex.png,assets/icons/green/0757--754--teenager-trapped-in-small-cave-complex.png
758,755,Fall Whilst Fell Running,2,755 755/a,3,12.86,mountain,mountain,assets/icons/red/0758--755--fall-whilst-fell-running.png,assets/icons/yellow/0758--755--fall-whilst-fell-running.png,assets/icons/green/0758--755--fall-whilst-fell-running.png
759,756,Overdue Hikers,4,756 756/a 756/b 756/ab,4,22.66,mountain,mountain,assets/icons/red/0759--756--overdue-hikers.png,assets/icons/yellow/0759--756--overdue-hikers.png,assets/icons/green/0759--756--overdue-hikers.png
760,757,S.O.S Torch Signal Sighted on Moorland,2,757 757/a,4,28.84,mountain,mountain,assets/icons/red/0760--757--s-o-s-torch-signal-sighted-on-moorland.png,assets/icons/yellow/0760--757--s-o-s-torch-signal-sighted-on-moorland.png,assets/icons/green/0760--757--s-o-s-torch-signal-sighted-on-moorland.png
761,758,Cardiac Arrest on Hike,2,758 758/a,4,24.33,mountain,mountain,assets/icons/red/0761--758--cardiac-arrest-on-hike.png,assets/icons/yellow/0761--758--cardiac-arrest-on-hike.png,assets/icons/green/0761--758--cardiac-arrest-on-hike.png
762,759,Rockfall on Climbers,1,759,5,62.98,mountain,medical,assets/icons/red/0762--759--rockfall-on-climbers.png,assets/icons/yellow/0762--759--rockfall-on-climbers.png,assets/icons/green/0762--759--rockfall-on-climbers.png
763,760,Amateur Explorers Trapped in Abandoned Mineshaft,1,760,5,69.54,mountain,mountain,assets/icons/red/0763--760--amateur-explorers-trapped-in-abandoned-mineshaft.png,assets/icons/yellow/0763--760--amateur-explorers-trapped-in-abandoned-mineshaft.png,assets/icons/green/0763--760--amateur-explorers-trapped-in-abandoned-mineshaft.png
764,761,Dis-Masted Yacht Offshore,1,761,4,22.74,marine,marine,assets/icons/red/0764--761--dis-masted-yacht-offshore.png,assets/icons/yellow/0764--761--dis-masted-yacht-offshore.png,assets/icons/green/0764--761--dis-masted-yacht-offshore.png
765,762,Palliative Care Visit,1,762,2,4.65,ambulance,medical,assets/icons/red/0765--762--palliative-care-visit.png,assets/icons/yellow/0765--762--palliative-care-visit.png,assets/icons/green/0765--762--palliative-care-visit.png
766,763,Personal Attack Alarm,1,763,3,13.16,police,police,assets/icons/red/0766--763--personal-attack-alarm.png,assets/icons/yellow/0766--763--personal-attack-alarm.png,assets/icons/green/0766--763--personal-attack-alarm.png
767,764,Fire in chocolate egg factory,1,764,5,85.63,fire,fire,assets/icons/red/0767--764--fire-in-chocolate-egg-factory.png,assets/icons/yellow/0767--764--fire-in-chocolate-egg-factory.png,assets/icons/green/0767--764--fire-in-chocolate-egg-factory.png
768,765,Unannounced Easter bunny strike,1,765,4,40.23,police,police,assets/icons/red/0768--765--unannounced-easter-bunny-strike.png,assets/icons/yellow/0768--765--unannounced-easter-bunny-strike.png,assets/icons/green/0768--765--unannounced-easter-bunny-strike.png
769,766,Dis-Masted sailing boat (inshore),1,766,2,5.39,marine,marine,assets/icons/red/0769--766--dis-masted-sailing-boat-inshore.png,assets/icons/yellow/0769--766--dis-masted-sailing-boat-inshore.png,assets/icons/green/0769--766--dis-masted-sailing-boat-inshore.png
770,767,Person suffers diabetic shock,1,767,2,6.2,ambulance,medical,assets/icons/red/0770--767--person-suffers-diabetic-shock.png,assets/icons/yellow/0770--767--person-suffers-diabetic-shock.png,assets/icons/green/0770--767--person-suffers-diabetic-shock.png
771,768,Mountainbiker hit a tree,1,768,2,5.97,ambulance,mountain,assets/icons/red/0771--768--mountainbiker-hit-a-tree.png,assets/icons/yellow/0771--768--mountainbiker-hit-a-tree.png,assets/icons/green/0771--768--mountainbiker-hit-a-tree.png
772,769,Grain dryer fires,1,769,4,31.77,fire,fire,assets/icons/red/0772--769--grain-dryer-fires.png,assets/icons/yellow/0772--769--grain-dryer-fires.png,assets/icons/green/0772--769--grain-dryer-fires.png
773,770,Child fell from tree while playing,1,770,2,5.84,ambulance,medical,assets/icons/red/0773--770--child-fell-from-tree-while-playing.png,assets/icons/yellow/0773--770--child-fell-from-tree-while-playing.png,assets/icons/green/0773--770--child-fell-from-tree-while-playing.png
774,771,Bilking from Restaurant,1,771,1,3.08,police,police,assets/icons/red/0774--771--bilking-from-restaurant.png,assets/icons/yellow/0774--771--bilking-from-restaurant.png,assets/icons/green/0774--771--bilking-from-restaurant.png
775,772,Vehicle Fluids Wash Down,1,772,1,2.57,fire,fire,assets/icons/red/0775--772--vehicle-fluids-wash-down.png,assets/icons/yellow/0775--772--vehicle-fluids-wash-down.png,assets/icons/green/0775--772--vehicle-fluids-wash-down.png
776,773,Delirium,1,773,1,4.0,ambulance,medical,assets/icons/red/0776--773--delirium.png,assets/icons/yellow/0776--773--delirium.png,assets/icons/green/0776--773--delirium.png
777,774,Crane fell over on construction site,1,774,4,23.01,fire,fire,assets/icons/red/0777--774--crane-fell-over-on-construction-site.png,assets/icons/yellow/0777--774--crane-fell-over-on-construction-site.png,assets/icons/green/0777--774--crane-fell-over-on-construction-site.png
778,775,Trees blocking the roads after heavy storm,1,775,4,21.36,fire,weather,assets/icons/red/0778--775--trees-blocking-the-roads-after-heavy-storm.png,assets/icons/yellow/0778--775--trees-blocking-the-roads-after-heavy-storm.png,assets/icons/green/0778--775--trees-blocking-the-roads-after-heavy-storm.png
779,776,Car into telegraph pole,1,776,3,13.66,mixed,collision,assets/icons/red/0779--776--car-into-telegraph-pole.png,assets/icons/yellow/0779--776--car-into-telegraph-pole.png,assets/icons/green/0779--776--car-into-telegraph-pole.png
780,777,RTC Car into telegraph pole (entrapment),1,777,4,32.1,mixed,collision,assets/icons/red/0780--777--rtc-car-into-telegraph-pole-entrapment.png,assets/icons/yellow/0780--777--rtc-car-into-telegraph-pole-entrapment.png,assets/icons/green/0780--777--rtc-car-into-telegraph-pole-entrapment.png
781,778,Uninsured Heavy Goods Vehicle,1,778,1,4.17,police,police,assets/icons/red/0781--778--uninsured-heavy-goods-vehicle.png,assets/icons/yellow/0781--778--uninsured-heavy-goods-vehicle.png,assets/icons/green/0781--778--uninsured-heavy-goods-vehicle.png
782,779,Stolen Car Located,1,779,1,1.67,police,animal,assets/icons/red/0782--779--stolen-car-located.png,assets/icons/yellow/0782--779--stolen-car-located.png,assets/icons/green/0782--779--stolen-car-located.png
783,780,Stolen Moped Located,1,780,1,2.24,police,animal,assets/icons/red/0783--780--stolen-moped-located.png,assets/icons/yellow/0783--780--stolen-moped-located.png,assets/icons/green/0783--780--stolen-moped-located.png
784,781,Stolen Van Located,1,781,1,2.84,police,animal,assets/icons/red/0784--781--stolen-van-located.png,assets/icons/yellow/0784--781--stolen-van-located.png,assets/icons/green/0784--781--stolen-van-located.png
785,782,Non-Injury RTC with Police Car (Recovery Required),2,782 782/a,2,9.95,police,collision,assets/icons/red/0785--782--non-injury-rtc-with-police-car-recovery-required.png,assets/icons/yellow/0785--782--non-injury-rtc-with-police-car-recovery-required.png,assets/icons/green/0785--782--non-injury-rtc-with-police-car-recovery-required.png
786,783,S.59 Vehicle Seizure for Anti-Social Use,1,783,1,2.24,police,medical,assets/icons/red/0786--783--s-59-vehicle-seizure-for-anti-social-use.png,assets/icons/yellow/0786--783--s-59-vehicle-seizure-for-anti-social-use.png,assets/icons/green/0786--783--s-59-vehicle-seizure-for-anti-social-use.png
787,784,Abandoned Car Obstructing Road,1,784,1,1.11,mixed,response,assets/icons/red/0787--784--abandoned-car-obstructing-road.png,assets/icons/yellow/0787--784--abandoned-car-obstructing-road.png,assets/icons/green/0787--784--abandoned-car-obstructing-road.png
788,785,Broken Down Car Obstructing Road,1,785,1,1.11,mixed,response,assets/icons/red/0788--785--broken-down-car-obstructing-road.png,assets/icons/yellow/0788--785--broken-down-car-obstructing-road.png,assets/icons/green/0788--785--broken-down-car-obstructing-road.png
789,786,Single Vehicle Road Traffic Collision (Exercise),1,786,4,22.81,fire,collision,assets/icons/red/0789--786--single-vehicle-road-traffic-collision-exercise.png,assets/icons/yellow/0789--786--single-vehicle-road-traffic-collision-exercise.png,assets/icons/green/0789--786--single-vehicle-road-traffic-collision-exercise.png
790,787,Vessel Taking on Water,2,787 787/a,4,28.28,marine,marine,assets/icons/red/0790--787--vessel-taking-on-water.png,assets/icons/yellow/0790--787--vessel-taking-on-water.png,assets/icons/green/0790--787--vessel-taking-on-water.png
791,788,Possible Illegal Plantation (Aerial Thermal Imaging Required),1,788,2,7.0,police,police,assets/icons/red/0791--788--possible-illegal-plantation-aerial-thermal-imaging-required.png,assets/icons/yellow/0791--788--possible-illegal-plantation-aerial-thermal-imaging-required.png,assets/icons/green/0791--788--possible-illegal-plantation-aerial-thermal-imaging-required.png
792,789,Illegal Plantation (Small),1,789,3,11.98,police,police,assets/icons/red/0792--789--illegal-plantation-small.png,assets/icons/yellow/0792--789--illegal-plantation-small.png,assets/icons/green/0792--789--illegal-plantation-small.png
793,790,Unlawful Occupation Report (Squatting),1,790,1,3.62,police,police,assets/icons/red/0793--790--unlawful-occupation-report-squatting.png,assets/icons/yellow/0793--790--unlawful-occupation-report-squatting.png,assets/icons/green/0793--790--unlawful-occupation-report-squatting.png
794,791,Collision between two buses,1,791,5,87.45,police,collision,assets/icons/red/0794--791--collision-between-two-buses.png,assets/icons/yellow/0794--791--collision-between-two-buses.png,assets/icons/green/0794--791--collision-between-two-buses.png
795,792,Mass influx of sick people - railway station,2,792 792/a,5,67.12,ambulance,rail,assets/icons/red/0795--792--mass-influx-of-sick-people-railway-station.png,assets/icons/yellow/0795--792--mass-influx-of-sick-people-railway-station.png,assets/icons/green/0795--792--mass-influx-of-sick-people-railway-station.png
796,793,Lightning strike at event,1,793,5,54.08,fire,weather,assets/icons/red/0796--793--lightning-strike-at-event.png,assets/icons/yellow/0796--793--lightning-strike-at-event.png,assets/icons/green/0796--793--lightning-strike-at-event.png
797,794,Tram derailed,1,794,4,48.15,fire,rail,assets/icons/red/0797--794--tram-derailed.png,assets/icons/yellow/0797--794--tram-derailed.png,assets/icons/green/0797--794--tram-derailed.png
798,795,Bridge collapse (major),1,795,5,112.5,fire,collapse,assets/icons/red/0798--795--bridge-collapse-major.png,assets/icons/yellow/0798--795--bridge-collapse-major.png,assets/icons/green/0798--795--bridge-collapse-major.png
799,796,Chain Collision in the tunnel,2,796 796/a,4,45.4,police,collision,assets/icons/red/0799--796--chain-collision-in-the-tunnel.png,assets/icons/yellow/0799--796--chain-collision-in-the-tunnel.png,assets/icons/green/0799--796--chain-collision-in-the-tunnel.png
800,797,Person in large enclosure,1,797,3,17.31,fire,fire,assets/icons/red/0800--797--person-in-large-enclosure.png,assets/icons/yellow/0800--797--person-in-large-enclosure.png,assets/icons/green/0800--797--person-in-large-enclosure.png
801,798,Person trapped between platform and train,2,798 798/a,4,25.79,fire,rail,assets/icons/red/0801--798--person-trapped-between-platform-and-train.png,assets/icons/yellow/0801--798--person-trapped-between-platform-and-train.png,assets/icons/green/0801--798--person-trapped-between-platform-and-train.png
802,799,Haunted Hayride Emergency,1,799,3,19.12,fire,fire,assets/icons/red/0802--799--haunted-hayride-emergency.png,assets/icons/yellow/0802--799--haunted-hayride-emergency.png,assets/icons/green/0802--799--haunted-hayride-emergency.png
803,800,Multiple Inflatable Ghosts on Fire,1,800,4,25.75,fire,fire,assets/icons/red/0803--800--multiple-inflatable-ghosts-on-fire.png,assets/icons/yellow/0803--800--multiple-inflatable-ghosts-on-fire.png,assets/icons/green/0803--800--multiple-inflatable-ghosts-on-fire.png
804,801,Monster broke loose,1,801,4,28.39,police,police,assets/icons/red/0804--801--monster-broke-loose.png,assets/icons/yellow/0804--801--monster-broke-loose.png,assets/icons/green/0804--801--monster-broke-loose.png
805,802,Helicopter crash,1,802,4,37.34,fire,aircraft,assets/icons/red/0805--802--helicopter-crash.png,assets/icons/yellow/0805--802--helicopter-crash.png,assets/icons/green/0805--802--helicopter-crash.png
806,803,Execution of an Interpol arrest warrant,1,803,3,12.21,police,crime,assets/icons/red/0806--803--execution-of-an-interpol-arrest-warrant.png,assets/icons/yellow/0806--803--execution-of-an-interpol-arrest-warrant.png,assets/icons/green/0806--803--execution-of-an-interpol-arrest-warrant.png
807,804,Powerline sparks fire on farmland,1,804,4,21.12,fire,fire,assets/icons/red/0807--804--powerline-sparks-fire-on-farmland.png,assets/icons/yellow/0807--804--powerline-sparks-fire-on-farmland.png,assets/icons/green/0807--804--powerline-sparks-fire-on-farmland.png
808,805,Severe chlorine leak,1,805,4,48.4,fire,hazmat,assets/icons/red/0808--805--severe-chlorine-leak.png,assets/icons/yellow/0808--805--severe-chlorine-leak.png,assets/icons/green/0808--805--severe-chlorine-leak.png
809,806,Passenger Train Fire in Tunnel,1,806,5,95.75,fire,rail,assets/icons/red/0809--806--passenger-train-fire-in-tunnel.png,assets/icons/yellow/0809--806--passenger-train-fire-in-tunnel.png,assets/icons/green/0809--806--passenger-train-fire-in-tunnel.png
